"X","CES_pollution_N_100","CES_pollution_N_1000","CES_pollution_N_250","CES_pollution_N_50","CES_pollution_N_500","CES_score_N_100","CES_score_N_1000","CES_score_N_250","CES_score_N_50","CES_score_N_500","PA_N_100","PA_N_1000","PA_N_250","PA_N_50","PA_N_500","Roads_N_100","Roads_N_1000","Roads_N_250","Roads_N_50","Roads_N_500","School_N_100","School_N_1000","School_N_250","School_N_50","School_N_500","AQS"
"Mean distance to NN monitor/sensor",23739.2087806662,9905.36915064948,17508.1410893698,28537.9168653439,13394.8099214184,23713.0150423323,10222.9011135324,17772.3962583,28057.4954676546,13664.3164450856,39267.15901,28312.79748,36256.3425,40352.53735,32628.53957,25133.9205165533,10484.0143875264,18524.9979166579,30421.3840544189,14122.8377211272,39303.1152120987,27773.0238549749,36087.4138666153,40431.9803122506,32342.4861798713,41724.4751073123
"Mean distance to NN monitor/sensor",21580.3951136705,8592.90568467074,15401.8574056412,27910.3318669147,11646.5173961394,19708.0037698646,7818.81419645388,14004.4697024434,24534.6855703701,10608.9964113786,50919.16266,35621.01383,46452.46376,52338.72083,41436.60576,26745.5772893495,10296.5960427639,18328.1487416571,33926.6232550239,13954.2270975474,49993.7646724925,32284.8460627191,44778.9195060178,51744.0012533539,38795.7040857399,53663.6810554522
"Mean distance to NN monitor/sensor",25061.7805897101,10046.8340772935,18064.8898853469,31027.338504063,13719.9816471426,24282.7570474833,9443.627056552,17304.2619847247,29339.1481583736,12933.1492049203,46065.66074,33377.71242,41760.22868,46975.22407,38323.89078,26865.9077708581,10595.9505097709,19213.1454661882,32565.0473533732,14449.3986015306,44676.668052554,29880.7858306516,40825.5605604307,46199.7766642538,36511.7357736337,47927.3925638857
"Mean distance to NN monitor/sensor, among misclassifications > 1",20060.5470997874,8607.98948989016,14762.4019025561,23798.7308984784,11510.1801717739,19695.6798104623,8686.64889156292,14972.1238041157,23449.0149177033,11508.0365543433,60222.13732,45096.83909,56704.79722,61048.07141,52126.12604,32626.3417335655,12170.246655503,22875.6506844212,39732.5926175866,17242.7925847647,59210.9580413699,35071.9012055314,53378.2803979324,61074.4363657774,46020.4296506288,62161.9075606696
"Mean distance to NN monitor/sensor, among misclassifications > 1",18463.2315582822,7466.36250576205,13233.894684372,21639.2256665044,10178.2741051325,17373.8932502072,7043.80526150814,12766.2311187898,20546.0489067729,9554.30939999946,80359.35269,50592.99155,72032.85006,81572.25272,62877.75198,35585.8415594254,12294.8596570597,24132.8587899915,44084.8170298941,17559.9503906609,79913.0426962971,43213.2139855794,72499.4006227399,81453.0023861358,60263.7031799253,82398.9077048364
"Mean distance to NN monitor/sensor, among misclassifications > 1",19489.9992480755,8301.38534283014,14227.4328014188,23346.2343831025,11185.1295937078,18531.9830323194,7651.53644192529,13754.8332504646,22207.4472275066,10387.2503166943,77140.89811,52034.25932,69824.54151,77218.85013,65117.84759,36346.0357070601,12484.1049002756,24529.1011376958,45042.4824901429,17951.6816966912,73005.5186655946,42545.4213891716,66217.3710709572,75562.2201188223,58123.7456238677,76834.5472835197
"Median distance to NN monitor/sensor",21113.0597555641,9114.588691213,15919.315598628,24635.7381921291,12243.032578517,21118.618128052,9266.38483995886,16031.6857832121,24613.6551349917,12346.759472854,28881.78637,20430.40089,26379.44508,29915.51254,23658.83872,21746.4258371347,9531.94896236447,16575.3735009732,25221.4627968621,12795.2010721972,29203.0756025951,20777.5993940906,26813.7436958523,30145.2865154978,24181.3010326334,31315.4769650111
"Median distance to NN monitor/sensor",18765.1579484386,7938.16304562493,13899.1235173699,22419.5401292223,10639.1454408431,17383.7175914345,7199.9834604332,12764.9481367464,20690.1066035539,9707.55655910857,28671.24751,22673.96109,27027.5031,29264.03976,25334.72673,21231.9075998247,9236.86123587048,15957.4164660716,24302.0308763447,12355.0448620469,27256.2808722303,18679.6816024094,24568.3349109563,28438.9262866,21921.7252916777,29903.9876203946
"Median distance to NN monitor/sensor",22533.9380229258,9199.43664592299,16576.2807714268,26718.6630499346,12504.5132047271,21743.7950720781,8384.22582694846,15569.0838672635,25864.74863581,11498.700977072,32950.17461,23856.41043,30157.5734,33929.17428,27517.08295,23519.3039028565,9751.01483996662,17564.1847014224,27494.5755779148,13324.8110282573,32362.1627484342,21880.6027213927,29228.8927789234,33597.5056521711,25999.4433750163,35100.8975878084
"Median distance to NN monitor/sensor, among misclassifications > 1",18101.3382425474,7979.45641278937,13560.3794267833,21169.1462284818,10645.2039561564,17518.4928152863,7778.18064534032,13432.6011190607,20527.7577971179,10359.8862883337,48145.03814,38966.91019,46307.45132,48671.55867,43434.81687,32094.6750531314,11664.2668695532,22360.8115834741,37592.6682832081,16596.5729096826,47295.1386011922,29934.4854046,43086.1603889286,48626.7391702515,38200.265407111,49260.6805605626
"Median distance to NN monitor/sensor, among misclassifications > 1",17314.4609570159,6795.70443899644,12289.6834589635,20033.4643035268,9294.88157742034,16127.1695089769,6490.63186359007,11782.783290211,18915.4059424902,8822.22966819852,68424.03244,49542.78382,64006.24074,68307.78504,59161.66283,35229.2119646789,12026.8783146509,24248.3348923032,42105.0257663363,17784.8055957721,70738.3710865685,42637.481758539,65979.827447669,69902.5744650628,55044.8788226952,67315.3492136687
"Median distance to NN monitor/sensor, among misclassifications > 1",18343.445323838,7692.84267532544,13694.1905390729,21426.1699024019,10546.4594978993,17000.4734929853,6924.53236274395,12707.1000355551,19924.6469621058,9521.86345387019,63548.99516,51709.66332,62603.58414,62375.03356,63067.58187,36143.3707439196,12420.3282816849,24414.7941180716,44819.1420094828,17812.0077684327,63162.5200801906,40716.3883132717,59799.2392528733,63201.1111539156,54528.1874220158,60953.9976844287
"Mean % of NNs that are LCSs",0.514791610178932,0.886997837176601,0.69638663463418,0.374679244251913,0.807604562737643,0.503067155067155,0.874079099644317,0.678197377501725,0.3686154695546,0.792883325370282,0.191093507,0.693100056,0.35947828,0.115022364,0.521066393,0.521899523301077,0.900828464054211,0.710811649277385,0.371410633664865,0.8228463213472,0.216737176630823,0.72531821965143,0.405963949118485,0.122001294737816,0.569918910738757,0
"Mean % of NNs that are LCSs",0.567032609613922,0.866540086170482,0.705858747993579,0.463790022809834,0.795682816592042,0.5923354005607,0.87241674454167,0.721257114943505,0.497135757369807,0.80549252399966,0.166373448,0.654840754,0.336680113,0.091881389,0.4909804,0.531669341894061,0.868617893047225,0.687074005237814,0.41570372560615,0.788226957844048,0.291767762101884,0.842932330827068,0.523082495564755,0.16076919827659,0.704945298639858,0
"Mean % of NNs that are LCSs",0.57389827287699,0.914312317891981,0.755158777078671,0.423093408217558,0.85274460537984,0.591074348492591,0.925502256855732,0.77107115482882,0.451908959291432,0.868323113609266,0.138163929,0.661913137,0.309471306,0.074081964,0.462738693,0.570344580043073,0.918689666821502,0.751578480638487,0.413357332882902,0.853547780921414,0.246080613149783,0.815410455639542,0.466028461635911,0.132166082513407,0.648331362695832,0
"Mean % of NNs that are LCSs, among misclassifications > 1",0.185488990958865,0.637144306481115,0.33874843686952,0.113021013768344,0.478678964240742,0.290328453071883,0.773233483923615,0.483372296711761,0.178535563990769,0.643163159488091,0.064968924,0.459053316,0.146274147,0.031702431,0.261081364,0.225048966040694,0.729528195321111,0.461276609492705,0.112055607564878,0.612741889581012,0.147745362778198,0.637033388759715,0.282369588098858,0.0783864164559462,0.434908341537908,0
"Mean % of NNs that are LCSs, among misclassifications > 1",0.0969233010364051,0.474215368169292,0.210578524055402,0.06338777176485,0.324795612080992,0.276822233010031,0.756886514660762,0.465526742974324,0.17575685070338,0.625140414058502,0.04778976,0.376564142,0.077485404,0.008526801,0.172884501,0.19971163953233,0.882336898628212,0.52642564291275,0.0929053825148665,0.743559852428968,0.0727739788048867,0.624473714473218,0.161383099160334,0.0402094212086113,0.334187909085985,0
"Mean % of NNs that are LCSs, among misclassifications > 1",0.159407029305615,0.585688692484552,0.302899752208857,0.0960895958635687,0.437284503333573,0.336790731583422,0.808121578551867,0.53752042784043,0.211937841051419,0.696117435954103,0.058291788,0.511536285,0.152234377,0.016539379,0.272950591,0.291871751637347,0.926358715949172,0.645929312617298,0.116776313026877,0.80809262461573,0.169056487453278,0.818097733642405,0.327977790003211,0.0971695751930083,0.54548636750465,0
"Mean distance to NN monitor/sensor, among all misclassifications",20264.2944182107,8980.36359483588,15356.8317239875,23971.3191525403,11981.0437548646,21415.9860609254,9572.41818704313,16361.1558640023,25119.857259409,12680.8948404199,39995.64955,28485.92133,36658.16157,40721.85167,33129.32975,23480.3808031762,10183.5554589531,17409.741704149,27913.0531614789,13567.0598399048,38832.3027904863,26605.4807487945,35854.1876442177,40265.154413701,32014.310522809,41494.2454864827
"Mean distance to NN monitor/sensor, among all misclassifications",18084.5065509567,8041.91102899708,13532.041742939,22034.6780365024,10599.2276043543,17282.1412585673,7363.8040802492,12728.3675052701,20753.4769644862,9792.68951140122,47743.06133,29262.46766,41658.97023,48885.90291,36384.84717,22765.3548225275,9610.98233611774,16345.4069425239,27142.0602646317,12769.2727030477,45776.2736610127,27867.845802735,41406.0288522394,47966.615932569,35633.1082267147,49847.3522870512
"Mean distance to NN monitor/sensor, among all misclassifications",21080.9781630323,8820.52970070867,15371.9390254753,26082.6246615912,11819.054164814,21586.501568045,8484.94206774713,15500.2930214257,25896.577259865,11557.8207258203,54627.26662,34018.42046,47958.52061,55632.10122,42321.77791,26038.0729897462,10212.2154751111,18231.4769846788,31218.7890874172,13874.666017596,52018.7133951923,32280.9846462475,47660.8964683526,54358.0316980982,41583.0909683838,56521.2844089945
"Median distance to NN monitor/sensor, among all misclassifications",17990.511078293,8308.9963649277,13992.8228949665,20655.8613495306,11006.5110958663,18821.282730636,8598.08586585305,14661.1050365705,21634.4107540039,11409.3637041874,29813.13455,21246.13226,27396.14241,30535.20706,24740.78042,20544.320272442,9399.49915607868,15813.2109842138,23683.5643646918,12438.4222500708,29098.8222386131,20202.3102191791,26718.9356748333,30157.562362905,24002.4143724307,31283.3344087898
"Median distance to NN monitor/sensor, among all misclassifications",15918.3017579448,7432.44777789711,12203.4316145319,18559.0687512875,9671.01071536668,15119.8738814543,6722.53101595055,11445.262319599,17629.8760664436,8924.16985472553,31744.47215,21744.14537,28707.97322,32552.3418,25727.34005,19807.7205901222,8812.66330825492,14922.0779321125,22662.387611468,11637.1924455344,30372.0867608415,18838.6626413281,27467.4552047567,31802.3367378274,23760.2326638466,33265.0219051129
"Median distance to NN monitor/sensor, among all misclassifications",19204.4769051916,8167.56617321452,14260.1299603694,22708.8335347033,10954.4437213175,19122.3586257876,7533.03936570008,13843.168442818,22625.3320722105,10261.4306656031,39945.32757,25260.36142,35512.38347,41023.11689,31022.97444,23190.3668317247,9543.95249518643,17032.3919870151,27305.3143009121,12982.2225834275,38746.3536382652,23960.3090520895,35189.5356989661,40288.5603045853,30456.4432884346,42099.0867823527
"Mean % of NNs that are LCSs, among all misclassifications",0.36044376349287,0.806702058252396,0.551354396139704,0.238426478766993,0.688999845611307,0.382339211864845,0.805200509635658,0.56349146111314,0.258206829120328,0.697925868962155,0.136519041,0.578217002,0.265739827,0.079475242,0.400743618,0.302799836893557,0.793711213138608,0.510202058732023,0.181160813115612,0.663432598966206,0.224049574315362,0.751578297413638,0.420571457903154,0.124395701612207,0.585881590840565,0
"Mean % of NNs that are LCSs, among all misclassifications",0.358599651772609,0.775124583498703,0.537962326055244,0.249932959966255,0.663903264973713,0.410625716079062,0.788878605057732,0.572347277654686,0.304236305611246,0.687971200501802,0.095619679,0.481894661,0.195023929,0.048626895,0.307931257,0.284925360369632,0.760940726830332,0.484514939338756,0.16685741664976,0.632467445105411,0.237651857668857,0.808480535496758,0.45768255793697,0.130577684090544,0.631377086128291,0
"Mean % of NNs that are LCSs, among all misclassifications",0.420299450413658,0.844764118680626,0.622226124393473,0.285607904422772,0.749458262347705,0.469791108605923,0.874851030334025,0.667336225989237,0.328178571352521,0.79253161310584,0.076288356,0.500636793,0.18207657,0.035726778,0.303571833,0.330616847202535,0.826189772084542,0.554137841069473,0.183370257898487,0.711037470067111,0.216307601146999,0.809608504658926,0.440145709257955,0.112197875724245,0.62079908720212,0
"% Unhealthy and Showing Healthy",0.000275934191555239,0.000297402430801384,0.000291551424222545,0.000267744022792256,0.000297032478852296,0.000547298059771331,0.00055387342258333,0.00055152761496311,0.000542176410743766,0.000553100382893683,0.000115972,0.000143084,0.000122953,0.000112485,0.000132297,0.000142489957879903,0.000165982865742414,0.000160983570722607,0.000131754228238727,0.000166380608721567,0.000124348605423298,0.000150338231992373,0.000139303764410459,0.000117230809320477,0.000145740814732905,0.000108245125816568
"% Unhealthy and Showing Healthy",0.00032892255505221,0.000379693015925336,0.000371932202028372,0.000311864229555284,0.000382820077454642,0.000645252433390759,0.000657997356660089,0.000654947929360524,0.000634836216449336,0.000657994455206901,0.000184665,0.000285823,0.00021291,0.000176328,0.000249713,0.000255503258976323,0.00033546462860042,0.000319180133978342,0.000226482004421627,0.000336693755940782,0.000213637335187296,0.000305011123313903,0.00026006372534763,0.00019052397063759,0.00028528622624899,0.000163768234363769
"% Unhealthy and Showing Healthy",0.000337838570637086,0.00038247500993972,0.00037550336058305,0.000322483058632465,0.000385668065726991,0.000740443673776728,0.000751927483704752,0.000749116594207148,0.000732266382040836,0.000750993235250044,0.000131178,0.000178582,0.000144926,0.000126491,0.00016212,0.000177329684654157,0.000214146454363935,0.00021314555973143,0.000163101981875212,0.00021976934772591,0.000141625148288164,0.000188940062391214,0.000164823405266217,0.000129166173430407,0.000177661393249944,0.000117742129391505
"% Showing Healthy, out of Unhealthy",0.450408470278584,0.485451161957825,0.475900540819098,0.437039625471542,0.484847287930738,0.893356783726796,0.904089774404707,0.900260703364848,0.884996695798557,0.902827938667294,0.189301553463667,0.233556578103295,0.200696667325029,0.183609709596805,0.215948915415642,0.232586920805351,0.270934487060586,0.262774118062271,0.215062946926824,0.271583724495768,0.202974719567404,0.245397689624542,0.227386084625915,0.191356312887329,0.237893307281063,0.176688946227938
"% Showing Healthy, out of Unhealthy",0.197951743199274,0.228506355762315,0.223835752862173,0.187685723991071,0.230388279854505,0.388324978118329,0.395995111222167,0.394159908860892,0.382056304020351,0.395993365073392,0.111134849515235,0.17201362517528,0.128133218586569,0.106117487045853,0.150281952059123,0.153766638166332,0.201888885371846,0.192088572051746,0.13630110459105,0.202628597185163,0.128570942500614,0.183561396528651,0.156511212091519,0.114660887584835,0.171690584696346,0.0985587852673393
"% Showing Healthy, out of Unhealthy",0.28382974397505,0.321330344085136,0.315473222891851,0.270929052876758,0.32401293951789,0.622072068206068,0.631720009900773,0.629358485445639,0.615202045593106,0.630935115804138,0.11020712669056,0.150032849247996,0.121757291944961,0.106269417602156,0.136202559720941,0.148980736271919,0.179911764369181,0.179070878537956,0.137027556297572,0.184635749497104,0.11898413346722,0.158735011914123,0.138473782995194,0.108516922345056,0.149259416014255,0.0989191920189812
