"X","CES_pollution_N_100","CES_pollution_N_1000","CES_pollution_N_250","CES_pollution_N_50","CES_pollution_N_500","CES_score_N_100","CES_score_N_1000","CES_score_N_250","CES_score_N_50","CES_score_N_500","PA_N_100","PA_N_1000","PA_N_250","PA_N_50","PA_N_500","Roads_N_100","Roads_N_1000","Roads_N_250","Roads_N_50","Roads_N_500","School_N_100","School_N_1000","School_N_250","School_N_50","School_N_500","AQS"
"Mean distance to NN monitor/sensor, among misclassifications > 1",7915.05086192888,5371.38161170013,7028.26185738006,8335.24300670357,6310.60719038146,7806.00500734154,5176.78868163882,6872.66470728136,8268.42170961587,6091.96339586661,28430.19493,14662.67974,24437.78339,30324.94201,18735.46237,22814.6608125128,9246.45045546804,16499.8210383344,26486.6858396723,13264.9208824602,23987.5185836,5108.45449535825,18973.135390448,24700.3277244488,10431.2119980071,32798.4508328955
"Mean distance to NN monitor/sensor, among misclassifications > 1",6994.29112636329,4786.54611590477,6149.08537022299,7467.72066225752,5564.45233360746,7004.56994698093,4505.46802901681,6046.76452508245,7501.43764757059,5306.21794495447,37834.49445,18888.81566,31654.31629,39031.93275,23871.3245,25913.7537575803,9677.32725380624,17962.0174312527,31867.3879434683,14176.8238362097,36043.8842611475,11595.112457584,30804.6678258394,34364.1486259098,20583.2775946586,41086.7593658915
"Median distance to NN monitor/sensor",7795.21886809821,5805.85712186762,7367.97998392367,8005.075049993,6708.29800077576,7851.39423681522,5971.7084193022,7412.86350580966,8074.7261371204,6822.27426299276,6296.686794,3086.390672,5062.543231,6983.694443,4053.217033,7721.58367331532,5474.57404847419,7159.46228580011,7987.75655710929,6453.43184130534,5516.20342624158,1963.71124453443,3919.87557479617,6489.73033567435,2870.77133609676,8297.93881403442
"Median distance to NN monitor/sensor",7190.4417089758,5513.62386822449,6786.97356947152,7330.91073605937,6277.98892234706,7188.70635081913,5420.19436795339,6738.57549411581,7361.27630656891,6225.13366567104,6044.731201,3275.913893,5020.595296,6602.785758,4141.730765,7152.42263895975,5241.4267606778,6670.97778879133,7344.54611753841,6098.49422738502,4868.75516547306,1870.49233405247,3523.90224342884,5812.4895515983,2616.70270961337,7491.36164722578
"Median distance to NN monitor/sensor",6109.88192112342,4804.47492316721,5765.67930934767,6240.86315162857,5415.34602487957,6091.07016211102,4569.25116507595,5656.03886491848,6255.76791565401,5208.63527021624,5476.114492,3268.468118,4736.894854,5854.776507,3982.7773,6068.26264174039,4600.17067456706,5716.0046352083,6237.88825096425,5264.35958439981,4215.69168087071,1849.41021434223,3099.65450923002,4962.64352452483,2340.05931449421,6396.31950839951
"Median distance to NN monitor/sensor, among misclassifications > 1",7196.52174329866,5065.83051689043,6603.51809503456,7482.83045014602,5972.64383687905,7056.500768671,4905.40815402498,6381.01369241089,7326.34552074296,5756.43228886139,29410.15963,10223.63616,23541.20228,31979.117,15555.0286,21512.7706420714,8493.0736804463,15532.9304784781,26101.7619415679,12527.7673280035,25962.6687676582,4543.58941580343,19345.0610950816,25827.3017802218,9671.74772475114,36812.2788205317
"Median distance to NN monitor/sensor, among misclassifications > 1",6684.18898989551,4891.679587073,6234.47092008028,6921.27771208123,5707.01770181723,6584.85698068335,4606.70080735083,6040.90568407209,6857.86266469097,5418.55043296028,24720.98267,11459.69767,20591.1345,27249.62493,14218.10282,21073.6318146253,9045.82762673422,15879.377788654,24303.6721707808,12769.41967939,18774.8318551282,2206.50982937283,13116.4645252849,20777.9447238957,5042.17770726369,29752.1549274597
"Median distance to NN monitor/sensor, among misclassifications > 1",5591.26417117493,4183.64935106047,5161.70289726226,5811.15662838799,4780.26664623685,5467.08949939936,3831.7036732058,4910.63208985592,5689.9253230692,4409.21846999188,37846.54688,16385.47026,30018.03004,37885.6277,19760.46336,24932.2776350934,9103.13202577237,16598.8351282982,30853.5046227527,13847.234847517,37551.119777374,6129.7658465752,30770.8559000053,32519.8510934223,18352.9081485822,39095.0314055274
"Mean % of NNs that are LCSs",0.108220844864235,0.475220485215805,0.210799781721614,0.0636692777002682,0.327936810621007,0.0964612639200002,0.450198792023061,0.193386650814788,0.0535053327570171,0.302997467081989,0.335359723,0.754139732,0.508511988,0.221345414,0.637584042,0.124182247428774,0.53201268824762,0.244980776748786,0.0672422896172269,0.374944538054134,0.469275015963096,0.896131462850775,0.677280017334073,0.30968267457445,0.807315588589847,0
"Mean % of NNs that are LCSs",0.0950450428550775,0.446777274273378,0.187687125129459,0.0570040214773654,0.301165049456565,0.0939017928187266,0.452014324786353,0.190903060135665,0.0515412725454771,0.300746006265554,0.297868368,0.719731303,0.468350804,0.189204885,0.599919321,0.105251849624605,0.490260044607,0.213945460393349,0.0563361447656136,0.335896840866803,0.491651620927216,0.903313722688042,0.698717783769356,0.321918096282209,0.821377136988463,0
"Mean % of NNs that are LCSs",0.0989889807502935,0.397618504646768,0.185358813975038,0.0597066775349849,0.275207603190314,0.106780171629678,0.430682833834711,0.202088965514838,0.0624409842829746,0.301645994439221,0.215875842,0.653725323,0.376798812,0.127131424,0.516989961,0.110895095767213,0.442459779567939,0.200997464350498,0.0623687747289436,0.310022466366835,0.413930919769088,0.855374158768696,0.609979873235612,0.268408742266454,0.749823120322433,0
"Mean % of NNs that are LCSs, among misclassifications > 1",0.0481863572327753,0.269065493710884,0.0970973754939284,0.031699848635769,0.157931659171502,0.0573136369320611,0.324153185141127,0.114496525949218,0.0312608080516997,0.192095250151363,0.215028355,0.821954739,0.406443877,0.146820708,0.626328592,0.319441483859778,0.900218847098183,0.619935498480513,0.173488747664265,0.73883936758997,0.45110313113086,0.940127130849456,0.670988589372556,0.364038245811151,0.838576297815539,0
"Mean % of NNs that are LCSs, among misclassifications > 1",0.044028340738993,0.255475512613988,0.0894025612575929,0.0294704343528101,0.147113056478208,0.0589276723060565,0.322280667599335,0.115222320262712,0.0322166943050662,0.19005714772838,0.202795243,0.788849507,0.367854431,0.115946518,0.601390348,0.330629371168518,0.928274741590061,0.62990115231539,0.185189125122207,0.761361156520593,0.460343940509737,0.970430085923989,0.673256487849361,0.379969727049741,0.88421272463535,0
"Mean % of NNs that are LCSs, among misclassifications > 1",0.0445822251883785,0.230564105775196,0.0888195336218553,0.0310759059357288,0.13425623173847,0.0648447421486537,0.319599398417698,0.12134492582573,0.0380062173867586,0.193739198751533,0.135906568,0.807818678,0.36060775,0.082464242,0.584780055,0.427305911857629,0.916753362508846,0.684200448738065,0.225795891604012,0.761314652152633,0.420881606632759,0.984870256109376,0.663277829857896,0.32356759245199,0.879288102326816,0
"Mean distance to NN monitor/sensor, among all misclassifications",8767.26231637408,6224.89916591243,8050.48644255688,9107.21168020185,7280.13996339614,8807.66971037055,6438.72411289645,8129.1985608089,9122.49390903525,7405.14436791847,9389.171219,5746.436345,8070.160686,10149.53201,6975.722883,10313.491089561,6909.8296829811,9295.73777574041,10790.9525300664,8222.1156929773,8653.94908510584,3995.77392674212,6777.41712007267,9772.93293828001,5321.32511931045,11552.7425114585
"Mean distance to NN monitor/sensor, among all misclassifications",7971.77231780612,5825.55836646436,7371.09820025772,8246.50174880195,6714.6391558184,7909.76697425859,5767.93998834985,7294.76952361339,8196.22333031407,6644.79948904382,8904.016245,5815.046039,7829.271093,9474.321175,6917.935849,9460.1637702679,6573.16006727769,8597.02626545164,9827.94204345005,7695.97538411579,7805.48562778284,3403.47552165313,5991.98276535588,8889.65323266387,4615.91137458079,10463.3731684365
"Mean distance to NN monitor/sensor, among all misclassifications",7290.09975083268,5280.72953024093,6647.17090760433,7628.71998945669,6057.97075870162,7189.42483324022,5065.29636598822,6488.16334850263,7550.86409266648,5840.42876485169,9717.893324,6583.108575,8760.577625,10142.76518,7795.030727,9140.35535223141,6160.93670002042,8173.54844076965,9688.81371371496,7216.07568279676,8360.350488004,4026.05880992345,6754.4123973954,9323.28039024264,5408.12280831666,10712.5308005885
"Median distance to NN monitor/sensor, among all misclassifications",7526.79046589961,5625.05236498058,7072.12561360881,7718.67968078817,6485.17323016102,7552.55010944676,5701.77866909863,7095.59430136602,7751.95835944272,6531.96292151355,7331.177541,3949.548808,6082.167523,8074.037949,5015.707514,8943.24817171318,6227.03966763343,8199.44903614802,9281.13394519242,7347.682052729,6501.96846135305,2718.69928431096,4748.20450159361,7642.23442837219,3627.46593798991,9634.42340553459
"Median distance to NN monitor/sensor, among all misclassifications",6973.03015234873,5331.81384864457,6588.02482626384,7147.13935898873,6070.80492125588,6947.57216030884,5235.82725562052,6508.11229906919,7161.7562171895,6017.06332775446,7017.776042,4127.513112,5987.994994,7551.206168,5084.572384,8135.52451223607,5978.38999222111,7566.33074612336,8369.32574204329,6911.29279226912,5806.71827640954,2210.8469683845,4218.01521772623,6851.31860365578,3048.51916325893,8598.77010224904
"Median distance to NN monitor/sensor, among all misclassifications",5952.78356927867,4680.20671414404,5622.84165228333,6104.3006781337,5282.57153040263,5925.1472375544,4419.82093109977,5485.21706150173,6117.5888287921,5055.63373291522,6752.198113,3994.430674,5788.344181,7247.309594,4905.56508,7342.9867662398,5455.61216704655,6912.35991950076,7538.94114578624,6275.35234128178,5204.18182376806,2103.59931397903,3838.81385329064,6136.72629853116,2909.29358501571,7879.5463585718
"Mean % of NNs that are LCSs, among all misclassifications",0.0857348428275509,0.430714719987448,0.175527256681222,0.0500188195638978,0.283646478060313,0.0807618309487502,0.418278269589055,0.169662099135753,0.0432176884300509,0.270435920007587,0.30237474,0.705999975,0.465652276,0.201840727,0.588167611,0.112112832607017,0.512944157010204,0.227329282940658,0.0599731199236368,0.355691038064216,0.439345253068075,0.880077851549417,0.645401201968366,0.283539815717328,0.783153980013209,0
"Mean % of NNs that are LCSs, among all misclassifications",0.0781119741995017,0.408714774681293,0.160800039197283,0.0465549766654322,0.264902868583699,0.0804789399047152,0.424188378966609,0.170895986612661,0.0427364671325792,0.272018907778719,0.274037441,0.678164979,0.434912489,0.176346095,0.559875594,0.102234104910985,0.481946164866928,0.210784206360268,0.0560321617392825,0.330972112803082,0.452058407788307,0.882818687350953,0.657595075217977,0.286700903451763,0.789311843222884,0
"Mean % of NNs that are LCSs, among all misclassifications",0.0785338448915976,0.359156126914047,0.154990994303414,0.0473364852623107,0.235052778836916,0.0868893800086419,0.402402021983081,0.17419742681634,0.0488770577206835,0.265220232000522,0.215322788,0.632322512,0.375146598,0.131016911,0.50362939,0.115459776191948,0.45645704934559,0.210447708248657,0.0654371304261912,0.323031634358743,0.408568843219576,0.838562590095967,0.594086893584992,0.263152138290948,0.731410821237712,0
"% Unhealthy and Showing Healthy",0.000319275942331365,0.000326527494394926,0.000323792920398436,0.000317128226260389,0.000326566353467672,0.000472205500850072,0.000471109525810601,0.000472604529345668,0.00047099412846725,0.000472154882260279,0.000249603,0.000314046,0.000286059,0.000236892,0.000303375,0.000243743910411409,0.000336113429704514,0.000272937155965598,0.000229419113530786,0.000302951482591991,0.000289216184087113,0.000283105519504775,0.000303966613192251,0.000265382242069689,0.000301070152673541,0.000211811820830188
"% Unhealthy and Showing Healthy",0.000308249828887469,0.000322323065552222,0.000315345266528987,0.000304859160651196,0.000320637775585566,0.000467183895498028,0.000468471804097394,0.000468529232894894,0.000465446452113537,0.000468904324832007,0.000310697,0.00040204,0.000366229,0.000293148,0.000390947,0.000299750678238938,0.000428727208702777,0.000339869733043433,0.000279323353212198,0.00038310019983148,0.000376326488276339,0.000360751319952853,0.000392093665879881,0.000339169049763667,0.000386567618272218,0.000254643487001063
"% Unhealthy and Showing Healthy",0.000408691888420359,0.000431591912606758,0.000419905119639208,0.000403168487073234,0.000429433203018727,0.000415415635635085,0.000417375170693073,0.000417858977609395,0.000413411113528717,0.000417987896391113,0.000421432,0.000511218,0.000490512,0.000397952,0.000509765,0.000411463218086432,0.000569605322052372,0.000458194563465938,0.000381737777632621,0.000513420099984556,0.00052943795450228,0.000478611460854807,0.000534104481693546,0.000475932723008938,0.000521462465161299,0.000347347533519679
"% Showing Healthy, out of Unhealthy",0.171361220675119,0.175253260909429,0.173785565176881,0.170208502293337,0.17527411728242,0.253441303608127,0.252853073817865,0.253655469478534,0.252791137959263,0.253414135687887,0.13396648194614,0.168554215250849,0.153533081970293,0.127144256443973,0.162826894950823,0.130821801715571,0.180398207202498,0.146490348982569,0.123133421997819,0.162599585434536,0.155227600245341,0.151947895127819,0.163144424539966,0.142435488920627,0.161589841358724,0.113683266912763
"% Showing Healthy, out of Unhealthy",0.125254401231809,0.130972927786063,0.128137565178642,0.123876635277346,0.130288126154745,0.189835755325307,0.190359084798148,0.190382420446606,0.189129761646141,0.190534835506039,0.126248786057643,0.163365149797439,0.148813688800036,0.11911791596065,0.158857614212167,0.121800851786857,0.174209244532801,0.13810285009018,0.113500401550676,0.155669141212065,0.152916707616178,0.14658788534405,0.159323551042418,0.137818134069487,0.157078093885883,0.103471971442819
"% Showing Healthy, out of Unhealthy",0.0987811246287136,0.104316077015218,0.101491370713609,0.0974461145335693,0.103794315348558,0.100406259187065,0.10087988022595,0.100996816707078,0.0999217647460927,0.101027976469737,0.101860418799676,0.123561759851963,0.118557104696052,0.0961852858401082,0.123210568702464,0.0994509570107305,0.137674017765093,0.110745956942935,0.0922662965824052,0.124094009008804,0.127965536015409,0.115680735788918,0.129093439008163,0.115033282916723,0.12603785448101,0.0839541497402875
